sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
000000001710;HEX SCREW;M 12 X 70;0.067 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201213;164;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001781;HEX SCREW;M 6 X 90;0.021 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100062;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002063;PLUG;G 2 A;0.672 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1401642;222;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002088;HEX SCREW;M 12 X 80;0.072 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201786;234;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002215;HEX NUT;M 5;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203134;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002218;HEX NUT;M 6;0.002 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203136;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002221;HEX NUT;M 8;0.005 KGM;import;qa_ok_importar_found;true;2;20V4000M93L;1801790, 1805449;1332, 1712;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002276;HEX SCREW;M 16 X110;180,000 g M 16 X110 ISO4017;import;qa_ok_importar_found;true;1;12V4000M53;1200987;138;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002491;DISC;12;0.006 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901039;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002527;HEX SCREW;M 12 X 90;78.900 g M 12 X 90 ISO4017;import;qa_ok_importar_found;true;1;16V4000M73;1401025;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002610;HEX SCREW;M 20 X 50;180 G M 20 X 50;import;qa_ok_importar_found;true;1;16V4000M61;1301802;293;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002625;HEX SCREW;M 20 X 75;0.224 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1402342;283;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002668;SCREW;M 4 X 12;0.002 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203118;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002701;HEX SCREW;M 6 X 12;0.005 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901093;167;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002870;HEX SCREW;M 12 X 20;0.03 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901038;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002963;HEX SCREW;M 12 X 55;0.054 KGM;import;qa_ok_importar_found;true;6;20V4000M93, 20V4000M93L;1701344, 1705084, 1708824, 1712571, 1801310, 1804916;185, 581, 977, 1373, 1282, 1659;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002973;HEX SCREW;M 16 X180;302,800 g M 16 X180 ISO4014;import;qa_ok_importar_found;true;1;12V4000M53;1202176;261;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002986;HEX SCREW;M 10 X 85;51.600 g M 10 X 85 ISO4017;import;qa_ok_importar_found;true;22;20V4000M93, 20V4000M93L;1702483, 1702487, 1702493, 1702528, 1702533, 1706223, 1706227, 1706233, 1706268, 1706273, 1709963, 1709967, 1709973, 1710008, 1710013, 1713707, 1713711, 1713717, 1713752, 1713757, 1801079, 1804685;285, 286, 681, 682, 1077, 1078, 1473, 1474, 1254, 1631;"{""total_rows"":22,""count_ok_importar"":22,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003001;HEX SCREW;M 8 X 20;0.012 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901059;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003020;HEX SCREW;M 10 X 20;0.02 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100065;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003021;HEX SCREW;M 10 X 25;0.023 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200010;22;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003183;HEX NUT;M 4;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203133;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003184;HEX NUT;M 12;0.014 KGM;import;qa_ok_importar_found;true;7;16V4000M73L, 20V4000M93L;1501859, 1505066, 1507529, 1802917, 1802927, 1806576, 1806586;255, 741, 1086, 1418, 1798;"{""total_rows"":7,""count_ok_importar"":7,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003187;NUT HEX A3C;M 10;0.009 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100068;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003317;HEX NUT;M 10;9,200 g M 10 ISO4032;import;qa_ok_importar_found;true;1;12V4000M53;1201295;176;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003322;HEX SCREW;M 10 X 90;0.062 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201915;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003328;HEX SCREW;M 12 X 70;0.066 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100072;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003331;WASHER;8,4;0.008 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901060;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003347;HEX SCREW;M 10 X 55;0.038 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100073;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003377;HEX SCREW;M 12 X100;0.101 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901542;227;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003378;HEX SCREW;M 12 X130;122,100 g M 12 X130 ISO4014;import;qa_ok_importar_found;true;1;12V4000M53;1201338;184;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003381;HEX SCREW;M 12 X 35;40,300 g M 12 X 35 ISO4017;import;qa_ok_importar_found;true;1;12V4000M53;1200334;52;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003387;HEX SCREW;M 6 X 16;5,100 g M 6 X 16 ISO4017;import;qa_ok_importar_found;true;1;12V4000M53;1200393;63;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003437;HEX SCREW;M 12 X 50;0.051 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100074;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003496;HEX SCREW;M 8 X 90;0.038 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400868;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003510;HEX SCREW;M 10 X 90;60,200 g M 10 X 90 ISO4014;import;qa_ok_importar_found;true;1;12V4000M53;1201261;171;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003558;BOLT HEX SOC ZNPH R5 F;M 5 X 30;0.005 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100075;143;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003610;HEX SCREW;M 10 X 90;0.05 KGM;import;qa_ok_importar_found;true;6;20V4000M93, 20V4000M93L;1702688, 1706428, 1710168, 1713912, 1802740, 1806399;289, 685, 1081, 1477, 1398, 1778;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003617;SLOT PAN-HEAD SCREW;4 X 16;1,400 g 4 X 16 MBN10266;import;qa_ok_importar_found;true;1;12V4000M53;1203087;354;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003643;SLOT PAN-HEAD SCREW;3 X 12;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100078;400;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003652;TORX SCREW;M3 GF X 8;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203082;354;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003693;HEX SCREW;M 10 X 50;0.035 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1401082;162;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003697;HEX SCREW;M 12 X 25;0,340 G M 12 X 25;import;qa_ok_importar_found;true;2;16V4000M73L;1507740, 1510229;1121, 1456;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003705;HEX SCREW;M 8 X 40;0.017 KGM;import;qa_ok_importar_found;true;2;16V4000M73L;1507741, 1510230;1121, 1456;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003708;HEX SCREW;M 10 X 25;22.700 g M 10 X 25 ISO4017;import;qa_ok_importar_found;true;1;16V4000M73;1400633;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003710;HEX SCREW;M 10 X 35;0.027 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202414;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003711;HEX SCREW;M 10 X 40;0.03 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400733;124;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003712;HEX SCREW;M 10 X 45;0.02 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1402515;299;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003719;HEX SCREW;M 12 X140;115,200 g M 12 X140 ISO4017;import;qa_ok_importar_found;true;1;12V4000M53;1201763;228;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003917;HEX SCREW;M 12 X 65;0.063 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1301483;232;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003921;HEX SCREW;M 12 X150;0.139 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202053;247;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003924;HEX SCREW;M 12 X 25;0.033 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201849;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003925;HEX SCREW;M 12 X 30;0.037 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200279;46;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003926;HEX SCREW;M 12 X 55;0.055 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201806;234;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003931;CLAMP;BRSGU S 25/15;0.018 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203143;363;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003946;HEX SCREW;M 8 X100;0.044 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202331;281;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003948;PIN SPRING 18-8;4 X 10 - N;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201188;163;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003976;HEX SCREW;M 20 X 55;0.185 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200377;61;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004164;HEX SCREW;M 8 X 60;23,500 g M 8 X 60 ISO4017;import;qa_ok_importar_found;true;1;12V4000M53;1200563;101;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004268;HEX NUT;M 8;0.005 KGM;import;qa_ok_importar_found;true;8;16V4000M73L, 20V4000M93, 20V4000M93L;1507742, 1510231, 1701390, 1705130, 1708870, 1712617, 1801356, 1804962;1121, 1456, 189, 585, 981, 1377, 1286, 1663;"{""total_rows"":8,""count_ok_importar"":8,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004389;HEX SCREW;M 8 X 75;0.021 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201663;217;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004390;HEX SCREW;M 8 X 85;0.032 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100079;333;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004396;HEX SCREW;M 8 X 85;0.035 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400202;43;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004400;HEX SCREW;M 10 X130;84,000 g M 10 X130 ISO4014;import;qa_ok_importar_found;true;1;12V4000M53;1201033;147;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004737;CLAMP;BRSGU S 20/15;0.015 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203142;363;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004740;HEX SCREW;M 10 X 95;0.064 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201875;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004742;HEX SCREW;M 10 X 75;0.047 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202153;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004743;HEX SCREW;M 12 X 45;0.047 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201167;163;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000004745;HEX SCREW;M 10 X 65;0.042 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100080;332;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
40033;SEALANT PIPE THREAD LOCTITE 586;1 KAR = 12 ST À 50 ML;0.08 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1100082;271;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
