sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
100 X52710100016;EXHAUST TURBOCHARGER RIGHT ZR195 STUD NUT HEX WASHER O-RING RING SEAL G7 KI KA HEX SCREW HEX SCREW SPACER;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1600813;133;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
100 X52710100017;EXHAUST TURBOCHARGER LE STUD NUT HEX WASHER O-RING RING SEAL G7 KI KA HEX SCREW HEX SCREW SPACER;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1600758;127;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
600 5240981853;TUBE FLOATING 84 ID TURBO/CAC;ge: 106 / 1;;pending_review;qa_pending_or_review_found;false;2;16V4000M90;1600770, 1600825;127, 133;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
710 5569970674;FITTING TEE VENT LINE CLAMP HALF TUBE GROMMET HEX SCREW RETAINER WASHER HEX SCREW RETAINER WASHER HEX SCREW CLAMP HALF TUBE GROMMET HEX SCREW RETAINER WASHER HEX SCREW RETAINER WASHER HEX SCREW VENT LINE VENT LINE CLAMP HALF TUBE GROMMET;;;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1702554, 1706294, 1710034, 1713778, 1802606, 1806265;286, 682, 1078, 1474, 1395, 1775;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
1240 X59308300034;FUEL FILTER MOUNTING PL WASHER HEX SCREW COLLECTING T WASHER HEX SCREW COPPER SEAL THREAD PLUG;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1203972;477;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
1370 X56912300043;ACTUATING CYLINDER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW PIN SPRING NUT RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW;;;pending_review;qa_pending_or_review_found;false;3;20V4000M93;1701505, 1705260, 1709000;196, 592, 988;"{""total_rows"":3,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":3,""count_review_action"":3,""count_other"":3}";pending_review;qa_pending_or_review_found
1800 X56912300043;ACTUATING CYLINDER HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING;;;pending_review;qa_pending_or_review_found;false;4;16V4000M73;1401318, 1404508, 1407677, 1410855;186, 540, 894, 1249;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
2300 X56912300043;ACTUATING CYLINDER RING SEALING A13 SCREW-FITTING UNION HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1204419;526;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
00012500;WASHER;;1,500 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902062, 1904449;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
00012501;WASHER;;5,500 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902064, 1904451;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
40201;HYLOMAR M UNIVERSAL SEALANT;1 ST = 80 ML;0.105 KGM;pending_review;qa_pending_or_review_found;false;8;12V4000M70, 20V4000M93, 20V4000M93L;1902176, 1904563, 1702995, 1706735, 1710475, 1714217, 1803103, 1806764;306, 643, 332, 728, 1124, 1520, 1448, 1828;"{""total_rows"":8,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":8,""count_review_action"":8,""count_other"":8}";pending_review;qa_pending_or_review_found
46531;UNION;H PG 13,5 - PG 9;0.01 KGM;pending_review;qa_pending_or_review_found;false;10;12V4000M53, 16V4000M61, 16V4000M73, 20V4000M93L;1203042, 1206202, 1302122, 1304893, 1402720, 1405889, 1409067, 1412270, 1803420, 1807102;348, 711, 346, 815, 323, 677, 1032, 1386, 1470, 1854;"{""total_rows"":10,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":10,""count_review_action"":10,""count_other"":10}";pending_review;qa_pending_or_review_found
00047208;RING SNAP;;22,000 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902055, 1904442;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
50010;SHRINKABLE HOSE;3/8 IN;0.025 KGM;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1700583, 1704331, 1708071, 1711811;105, 501, 897, 1293;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
50155 TAPE SEALING PTFE;;MTS5034;;pending_review;qa_pending_or_review_found;false;1;20V4000M93;1712862;1403;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
50667 GREASE;;MTH5120;1.000 kg;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1601146;168;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
00053301;SCREW;M 3X8 AEHNLIC;400,000;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905261;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
00053303;SCREW;M 4X12 AEHNLIC;1,800 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905259;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
00093100;BOLT HEX;;32,100 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902061, 1904448;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
00093301;BOLT HEX S2000;;53,200 g MN;pending_review;qa_pending_or_review_found;false;4;12V4000M70;1902063, 1902065, 1904450, 1904452;280, 617;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
00120101;ROTARY SEAL;;136,700 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902058, 1904445;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
00153327;CAP;723;4,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905263;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
000533704;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703224, 1706964, 1710704, 1714446;353, 749, 1145, 1541;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
001237731;;;;pending_review;qa_pending_or_review_found;false;2;16V4000M61;1301775, 1304687;281, 780;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
01653151;BAYONET COUP;GR.6;97,500 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905271;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01653152;BAYONET COUP;GR.10 EMV;117,500;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1905256, 1905260;796;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
01653198;MODULE;2-P. 40A LP-ADA;30,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905275;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753100;FRAME;F. 2 MODULE UN;3,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905274;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753109;BAYONET COUP;GR.24 EMV;157,800;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905268;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753119;SEPARABLE CO PROTECTIVE CA;24-POL. 10A GR. LP-ANSCHL.;6,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905266;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753120;SEPARABLE CO;LP-ANSCHL.;3,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905258;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753121;SEPARABLE CO;6-POL. 16A GR.6;5,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905273;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753122;SEPARABLE CO;24-POL. 10A GR.;4,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905272;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753125;PROTECTIVE CA CONNECTOR;GR. 6 F. ANBAU;3,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905269;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753127;PROTECTIVE CA CONNECTOR;24. 16 F. ANBAU;78,440 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905267;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753131;PROTECTIVE CA;LP-ADAPTER 24-POL. 10A GR.;80,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905265;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753197;TRANSPORT PR;GR.6 F. ANBAUG;3,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905257;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01753198;TRANSPORT PR;GR.10 F. ANBAU;3,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905255;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
01853100;TRANSPORT PR;GR.24 F. ANBAU;2,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905264;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
0002035183;RUBBER BELLOWS;STD EL 120MM, DN 50 MM;4.594 KGM;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1802965, 1806624;1421, 1801;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
009531648;;;;pending_review;qa_pending_or_review_found;false;3;16V4000M61, 16V4000M73L;1302461, 1502240, 1510814;396, 331, 1565;"{""total_rows"":3,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":3,""count_review_action"":3,""count_other"":3}";pending_review;qa_pending_or_review_found
009531908;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703223, 1706963, 1710703, 1714445;353, 749, 1145, 1541;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
10201520;;;;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1702439, 1706179, 1709919, 1713663, 1802491, 1806150;282, 678, 1074, 1470, 1391, 1771;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
10520550;0 540;;;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1803363, 1807045;1468, 1852;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
10901590;;;;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1702437, 1706177, 1709917, 1713661, 1802489, 1806148;282, 678, 1074, 1470, 1391, 1771;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
11001140;;;;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1802385, 1806044;1386, 1766;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
11012013;BAYONET COUPLING;;;pending_review;qa_pending_or_review_found;false;2;16V4000M61, 16V4000M73L;1302804, 1503053;473, 452;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
11050604;APPLIANCE CONNECTOR;;;pending_review;qa_pending_or_review_found;false;2;16V4000M73L;1503035, 1511264;448, 1645;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
12301525;155 1540 1420 0 1540 1340;;;pending_review;qa_pending_or_review_found;false;4;16V4000M73;1402134, 1405303, 1408481, 1411659;269, 623, 978, 1332;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
13001375;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1601731;232;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
13251225;;;;pending_review;qa_pending_or_review_found;false;2;16V4000M61;1301359, 1304272;218, 720;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
14601680;;;;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1702438, 1706178, 1709918, 1713662, 1802490, 1806149;282, 678, 1074, 1470, 1391, 1771;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
0015317686 5295300413/78;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M70;1905039;745;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
16001675;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1601732;232;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
16020070;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1700600, 1704347, 1708087, 1711827;107, 503, 899, 1295;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
016531408;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703210, 1706950, 1710690, 1714432;351, 747, 1143, 1539;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
016531438;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703221, 1706961, 1710701, 1714443;353, 749, 1145, 1541;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
20062810;BEARING ANGUL;;750,000 g;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902072, 1904459;280, 617;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
20303025;BUTTON CAPS ROT;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602724;394;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23024025;;"HD-SERIE NW22; 90&#x00B0; F.";;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206569;803;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23503825;THERMOSTAT;;0.212 KGM;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807272;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23511991;GASKET;;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807269;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23522269;GASKET;;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807270;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23523779;HOSE;;203.600 g;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1700241, 1703985, 1707725, 1711465, 1800238, 1803810;41, 437, 833, 1229, 1143, 1516;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
23529480;PUMP ASM;SEPARATE CIRC;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807274;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23530573;ELEMENT , OIL FILTER;;1.2 KGM;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807273;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23530707;SECONDARY FUEL FILTER;2.3320;0.54 KGM;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1807264;1876;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
23540432;FILTER 4 LITER CENTRIFUGAL SPINNER OIL;;;pending_review;qa_pending_or_review_found;false;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1401708, 1404877, 1408055, 1411233, 1501511, 1504718, 1507181, 1509669, 1701892, 1705632, 1709372, 1713117, 1802050, 1805709;227, 581, 936, 1290, 224, 710, 1055, 1392, 241, 637, 1033, 1429, 1352, 1732;"{""total_rows"":14,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":14,""count_review_action"":14,""count_other"":14}";pending_review;qa_pending_or_review_found
23540434;ROTOR DISASSEMBLY;;1.73 KGM;pending_review;qa_pending_or_review_found;false;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1401731, 1404900, 1408078, 1411256, 1501534, 1504741, 1507204, 1509692, 1701915, 1705655, 1709395, 1713140, 1802073, 1805732;228, 582, 937, 1291, 225, 711, 1056, 1393, 242, 638, 1034, 1430, 1353, 1733;"{""total_rows"":14,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":14,""count_review_action"":14,""count_other"":14}";pending_review;qa_pending_or_review_found
23540454;BODY ASSEMBLY;;10.58 KGM;pending_review;qa_pending_or_review_found;false;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1401732, 1404901, 1408079, 1411257, 1501535, 1504742, 1507205, 1509693, 1701916, 1705656, 1709396, 1713141, 1802074, 1805733;228, 582, 937, 1291, 225, 711, 1056, 1393, 242, 638, 1034, 1430, 1353, 1733;"{""total_rows"":14,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":14,""count_review_action"":14,""count_other"":14}";pending_review;qa_pending_or_review_found
23540455;CENTRIFUGAL OIL FILTER ASM;;8.7 KGM;pending_review;qa_pending_or_review_found;false;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1401724, 1404893, 1408071, 1411249, 1501527, 1504734, 1507197, 1509685, 1701908, 1705648, 1709388, 1713133, 1802066, 1805725;228, 582, 937, 1291, 225, 711, 1056, 1393, 242, 638, 1034, 1430, 1353, 1733;"{""total_rows"":14,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":14,""count_review_action"":14,""count_other"":14}";pending_review;qa_pending_or_review_found
